symbol	default_version
sched_yield	LIBC
seed48	LIBC
seekdir	LIBC
select	LIBC
sem_clockwait	LIBC_R
sem_close	LIBC
sem_destroy	LIBC
sem_getvalue	LIBC
sem_init	LIBC
sem_open	LIBC
sem_post	LIBC
sem_timedwait	LIBC
sem_timedwait_monotonic_np	LIBC_P
sem_trywait	LIBC
sem_unlink	LIBC
sem_wait	LIBC
semctl	LIBC_O
semget	LIBC_O
semop	LIBC_O
semtimedop	LIBC_O
send	LIBC
sendfile	LIBC
sendfile64	LIBC
sendmmsg	LIBC
sendmsg	LIBC
sendto	LIBC
setbuf	LIBC
setbuffer	LIBC
setdomainname	LIBC_O
setegid	LIBC
setenv	LIBC
seteuid	LIBC
setfsgid	LIBC
setfsuid	LIBC
setgid	LIBC
setgrent	LIBC_O
setgroups	LIBC
sethostent	LIBC_P
sethostname	LIBC
setitimer	LIBC
setjmp	LIBC
setlinebuf	LIBC
setlocale	LIBC
setlogmask	LIBC
setmntent	LIBC
setnetent	LIBC_P
setns	LIBC
setpgid	LIBC
setpgrp	LIBC
setpriority	LIBC
setprogname	LIBC
setprotoent	LIBC_P
setpwent	LIBC_O
setregid	LIBC
setresgid	LIBC
setresuid	LIBC
setreuid	LIBC
setrlimit	LIBC
setrlimit64	LIBC
setservent	LIBC
setsid	LIBC
setsockopt	LIBC
setstate	LIBC
settimeofday	LIBC
setuid	LIBC
setutent	LIBC
setvbuf	LIBC
setxattr	LIBC
shmat	LIBC_O
shmctl	LIBC_O
shmdt	LIBC_O
shmget	LIBC_O
shutdown	LIBC
sig2str	LIBC_36
sigaction	LIBC
sigaction64	LIBC_P
sigaddset	LIBC
sigaddset64	LIBC_P
sigaltstack	LIBC
sigblock	LIBC
sigdelset	LIBC
sigdelset64	LIBC_P
sigemptyset	LIBC
sigemptyset64	LIBC_P
sigfillset	LIBC
sigfillset64	LIBC_P
sighold	LIBC_O
sigignore	LIBC_O
siginterrupt	LIBC
sigismember	LIBC
sigismember64	LIBC_P
siglongjmp	LIBC
signal	LIBC
signalfd	LIBC
signalfd64	LIBC_P
sigpause	LIBC_O
sigpending	LIBC
sigpending64	LIBC_P
sigprocmask	LIBC
sigprocmask64	LIBC_P
sigqueue	LIBC
sigrelse	LIBC_O
sigset	LIBC_O
sigsetjmp	LIBC
sigsetmask	LIBC
sigsuspend	LIBC
sigsuspend64	LIBC_P
sigtimedwait	LIBC
sigtimedwait64	LIBC_P
sigwait	LIBC
sigwait64	LIBC_P
sigwaitinfo	LIBC
sigwaitinfo64	LIBC_P
sleep	LIBC
snprintf	LIBC
socket	LIBC
socketpair	LIBC
splice	LIBC
sprintf	LIBC
srand	LIBC
srand48	LIBC
srandom	LIBC
sscanf	LIBC
stat	LIBC
stat64	LIBC
statfs	LIBC
statfs64	LIBC
statvfs	LIBC
statvfs64	LIBC
statx	LIBC_R
stderr	LIBC
stdin	LIBC
stdout	LIBC
stpcpy	LIBC
stpncpy	LIBC
str2sig	LIBC_36
strcasecmp	LIBC
strcasecmp_l	LIBC
strcasestr	LIBC
strcat	LIBC
strchr	LIBC
strchrnul	LIBC_N
strcmp	LIBC
strcoll	LIBC
strcoll_l	LIBC
strcpy	LIBC
strcspn	LIBC
strdup	LIBC
strerror	LIBC
strerror_l	LIBC
strerror_r	LIBC
strerrorname_np	LIBC_V
strftime	LIBC
strftime_l	LIBC
strlcat	LIBC
strlcpy	LIBC
strlen	LIBC
strncasecmp	LIBC
strncasecmp_l	LIBC
strncat	LIBC
strncmp	LIBC
strncpy	LIBC
strndup	LIBC
strnlen	LIBC
strpbrk	LIBC
strptime	LIBC
strptime_l	LIBC_P
strrchr	LIBC
strsep	LIBC
strsignal	LIBC
strspn	LIBC
strstr	LIBC
strtod	LIBC
strtod_l	LIBC_O
strtof	LIBC
strtof_l	LIBC_O
strtoimax	LIBC
strtok	LIBC
strtok_r	LIBC
strtol	LIBC
strtol_l	LIBC_O
strtold	LIBC
strtold_l	LIBC
strtoll	LIBC
strtoll_l	LIBC
strtoul	LIBC
strtoul_l	LIBC_O
strtoull	LIBC
strtoull_l	LIBC
strtoumax	LIBC
strxfrm	LIBC
strxfrm_l	LIBC
swab	LIBC_P
swapoff	LIBC
swapon	LIBC
swprintf	LIBC
swscanf	LIBC
symlink	LIBC
symlinkat	LIBC
sync	LIBC
sync_file_range	LIBC_O
syncfs	LIBC_P
sys_siglist	LIBC
sys_signame	LIBC
syscall	LIBC
sysconf	LIBC
sysinfo	LIBC
syslog	LIBC
system	LIBC
tcdrain	LIBC
tcflow	LIBC
tcflush	LIBC
tcgetattr	LIBC
tcgetpgrp	LIBC
tcgetsid	LIBC
tcgetwinsize	LIBC_V
tcsendbreak	LIBC
tcsetattr	LIBC
tcsetpgrp	LIBC
tcsetwinsize	LIBC_V
tdelete	LIBC
tdestroy	LIBC
tee	LIBC
telldir	LIBC
tempnam	LIBC
tfind	LIBC
tgkill	LIBC
thrd_create	LIBC_R
thrd_current	LIBC_R
thrd_detach	LIBC_R
thrd_equal	LIBC_R
thrd_exit	LIBC_R
thrd_join	LIBC_R
thrd_sleep	LIBC_R
thrd_yield	LIBC_R
time	LIBC
timegm	LIBC
timelocal	LIBC
timer_create	LIBC
timer_delete	LIBC
timer_getoverrun	LIBC
timer_gettime	LIBC
timer_settime	LIBC
timerfd_create	LIBC
timerfd_gettime	LIBC
timerfd_settime	LIBC
times	LIBC
timespec_get	LIBC_Q
timespec_getres	LIBC_V
timezone	LIBC
tmpfile	LIBC
tmpfile64	LIBC_N
tmpnam	LIBC
toascii	LIBC
tolower	LIBC
tolower_l	LIBC
toupper	LIBC
toupper_l	LIBC
towctrans	LIBC_O
towctrans_l	LIBC_O
towlower	LIBC
towlower_l	LIBC
towupper	LIBC
towupper_l	LIBC
truncate	LIBC
truncate64	LIBC
tsearch	LIBC
tss_create	LIBC_R
tss_delete	LIBC_R
tss_get	LIBC_R
tss_set	LIBC_R
ttyname	LIBC
ttyname_r	LIBC
twalk	LIBC
tzalloc	LIBC_V
tzfree	LIBC_V
tzname	LIBC
tzset	LIBC
umask	LIBC
umount	LIBC
umount2	LIBC
uname	LIBC
ungetc	LIBC
ungetwc	LIBC
unlink	LIBC
unlinkat	LIBC
unlockpt	LIBC
unsetenv	LIBC
unshare	LIBC
uselocale	LIBC
usleep	LIBC
utime	LIBC
utimensat	LIBC
utimes	LIBC
utmpname	LIBC
vasprintf	LIBC
vdprintf	LIBC
verr	LIBC
verrx	LIBC
vfork	LIBC
vfprintf	LIBC
vfscanf	LIBC
vfwprintf	LIBC
vfwscanf	LIBC
vmsplice	LIBC
vprintf	LIBC
vscanf	LIBC
vsnprintf	LIBC
vsprintf	LIBC
vsscanf	LIBC
vswprintf	LIBC
vswscanf	LIBC
vsyslog	LIBC
vwarn	LIBC
vwarnx	LIBC
vwprintf	LIBC
vwscanf	LIBC
wait	LIBC
wait4	LIBC
waitid	LIBC
waitpid	LIBC
warn	LIBC
warnx	LIBC
wcpcpy	LIBC
wcpncpy	LIBC
wcrtomb	LIBC
wcscasecmp	LIBC
wcscasecmp_l	LIBC
wcscat	LIBC
wcschr	LIBC
wcscmp	LIBC
wcscoll	LIBC
wcscoll_l	LIBC
wcscpy	LIBC
wcscspn	LIBC
wcsdup	LIBC
wcsftime	LIBC
wcsftime_l	LIBC_P
wcslcat	LIBC
wcslcpy	LIBC
wcslen	LIBC
wcsncasecmp	LIBC
wcsncasecmp_l	LIBC
wcsncat	LIBC
wcsncmp	LIBC
wcsncpy	LIBC
wcsnlen	LIBC
wcsnrtombs	LIBC
wcspbrk	LIBC
wcsrchr	LIBC
wcsrtombs	LIBC
wcsrtombs_l	LIBC_V
wcsspn	LIBC
wcsstr	LIBC
wcstod	LIBC
wcstod_l	LIBC_P
wcstof	LIBC
wcstof_l	LIBC_P
wcstoimax	LIBC
wcstok	LIBC
wcstol	LIBC
wcstol_l	LIBC_P
wcstold	LIBC
wcstold_l	LIBC
wcstoll	LIBC
wcstoll_l	LIBC
wcstombs	LIBC
wcstoul	LIBC
wcstoul_l	LIBC_P
wcstoull	LIBC
wcstoull_l	LIBC
wcstoumax	LIBC
wcswidth	LIBC
wcsxfrm	LIBC
wcsxfrm_l	LIBC
wctob	LIBC
wctomb	LIBC
wctrans	LIBC_O
wctrans_l	LIBC_O
wctype	LIBC
wctype_l	LIBC
wcwidth	LIBC
wmemchr	LIBC
wmemcmp	LIBC
wmemcpy	LIBC
wmemmove	LIBC
wmempcpy	LIBC
wmemset	LIBC
wprintf	LIBC
write	LIBC
writev	LIBC
wscanf	LIBC
